,Trial,Score,Algorithm,Parameters
134,134,0.9507550652239456,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0003787947545871233)]"
135,135,0.9507646857190831,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0003721160592840999)]"
136,136,0.9508025087779005,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00034091883620198743)]"
137,137,0.950811303453535,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00032226143641292637)]"
138,138,0.9508125334796595,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0003056618286066335)]"
139,139,0.9508120418340444,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00030406267928934067)]"
140,140,0.9500624585576197,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0006673544124237484)]"
141,141,0.9508124744936358,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00030519412063227956)]"
142,142,0.9508008348893316,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002846670962551226)]"
143,143,0.9508117800796546,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00030991818122645226)]"
144,144,0.9489329326139091,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0009264685105878836)]"
145,145,0.9508005174693877,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00028435470350705525)]"
146,146,-0.029441307066881618,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 49.597938801076396)]"
147,147,0.950200503238648,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00014174877891040332)]"
148,148,0.9507564650947652,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002627491188548942)]"
149,149,0.9508100989237469,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002956468383501165)]"
150,150,0.838666269692253,rf,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'rf'), ('bootstrap', False), ('n_estimators', 997), ('max_depth', 81), ('min_sample_split', 4), ('min_sample_leaf', 9)]"
151,151,0.9507972502097888,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00028129208782664775)]"
152,152,0.9501683850883827,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0006360154687405587)]"
153,153,0.9507957812484953,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002799755057671989)]"
154,154,0.9504302014875557,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0005356215817020461)]"
155,155,0.9508074273047356,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00029123596813121765)]"
156,156,0.8221124008595813,ada,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'ada'), ('learning_rate', 0.09671853380385909), ('loss', 'square'), ('n_estimators', 78)]"
157,157,0.9502265660190119,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0001467966186884795)]"
158,158,0.9418808467381024,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'ordinal'), ('algorithm', 'lasso'), ('alpha', 0.0010471321527630382)]"
159,159,0.9500599528216987,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0006680584958327878)]"
160,160,0.9507492589828942,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002605238537262008)]"
161,161,0.9508102480434596,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00029635667458811633)]"
162,162,0.9507931355819096,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00027800539495410746)]"
163,163,0.9504867092638136,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0005145452020484817)]"
164,164,0.9501678846785481,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00013582459392875762)]"
165,165,0.9505575559178041,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00021563327161421586)]"
166,166,-0.029441307066881618,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 765.7128448562192)]"
167,167,0.9458054326326734,ridge,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'ridge'), ('alpha', 0.00022647723868084036)]"
168,168,-0.00880382845097769,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.6557856632260938)]"
169,169,0.9508080321678772,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002921277153152075)]"
170,170,0.9501689281680938,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00013598564982807433)]"
171,171,0.9508070583226983,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002908242205133235)]"
172,172,0.9505064311789182,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0005071596732174551)]"
173,173,0.9508118441042729,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00031989157415046604)]"
174,174,0.949768395040436,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0007449957955773636)]"
175,175,0.9504247698839746,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00018535695396913886)]"
176,176,0.9473235146027796,gbr,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'gbr'), ('n_estimators', 857), ('learning_rate', 0.020387042017646774), ('max_depth', 3), ('subsample', 0.8624590753787903), ('min_sample_split', 7), ('min_sample_leaf', 5)]"
177,177,0.9505130617833648,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0005046284614009172)]"
178,178,-6.669321548934424,xgb,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'xgb'), ('n_estimators', 497), ('learning_rate', 0.00025115561178657466), ('max_depth', 5), ('subsample', 0.7592184818515518), ('colsample_bytree', 0.8274576036302594), ('min_child_weight', 13)]"
179,179,0.9508112495697129,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00032268481145795725)]"
180,180,0.9482691449430162,lasso,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002124793089244561)]"
181,181,0.9508046723135948,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0003376094780548408)]"
182,182,0.9508065379920773,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00033483627155162134)]"
183,183,0.7340715665013304,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.07271219708076615)]"
184,184,0.9505602037978023,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00048500019853878076)]"
185,185,0.9508114385484966,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.000321304878811568)]"
186,186,0.9413515149157325,lasso,"[('scaling_method', 'standard'), ('encoding_method', 'ordinal'), ('algorithm', 'lasso'), ('alpha', 0.00017142824767409271)]"
187,187,0.9496609338864861,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0007717674030346936)]"
188,188,0.906913050834044,rf,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'rf'), ('bootstrap', True), ('n_estimators', 177), ('max_depth', 47), ('min_sample_split', 2), ('min_sample_leaf', 2)]"
189,189,0.9507210701378888,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00025284978532418446)]"
190,190,0.764177967706654,ada,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'ada'), ('learning_rate', 0.004925633409711973), ('loss', 'exponential'), ('n_estimators', 262)]"
191,191,0.950776783502176,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00036361145657398377)]"
192,192,0.9508125685081981,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.000305954350488747)]"
193,193,0.9505663503424436,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00048243783348120224)]"
194,194,0.950651853154987,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00023680092186166213)]"
195,195,0.9500814576399593,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00012030863375873172)]"
196,196,0.9508109657329606,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0003143634151410138)]"
197,197,0.9504658897973156,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.00019483054199499015)]"
198,198,0.9501547132194716,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0006402216747315148)]"
199,199,0.9508003810858396,lasso,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('algorithm', 'lasso'), ('alpha', 0.0002842214495409678)]"
