,Trial,Score,Parameters,alpha,encoding,scaling
151,151,0.9508094956354782,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.000294437865126824)]",0.000294437865126824,onehot,robust
152,152,0.9508125679921836,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003059499593517016)]",0.0003059499593517016,onehot,robust
153,153,0.950802212048092,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00034134307114919583)]",0.00034134307114919583,onehot,robust
154,154,0.950800035812323,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00028388736953979544)]",0.00028388736953979544,onehot,robust
155,155,0.9508114093282106,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003185028072726105)]",0.0003185028072726105,onehot,robust
156,156,0.950781280641076,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002714472322377143)]",0.0002714472322377143,onehot,robust
157,157,0.9505190632953597,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00020742749341672717)]",0.00020742749341672717,onehot,robust
158,158,0.9507942486242907,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00035051959895189566)]",0.00035051959895189566,onehot,robust
159,159,0.9505707979163616,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', 'first'), ('alpha', 0.00030772857513026037)]",0.00030772857513026037,onehot,robust
160,160,0.9417944308175337,"[('scaling_method', 'robust'), ('encoding_method', 'ordinal'), ('alpha', 0.00040355700713696514)]",0.00040355700713696514,ordinal,robust
161,161,0.9508124580794004,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003050722878317029)]",0.0003050722878317029,onehot,robust
162,162,0.9507178531231422,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002520987997694811)]",0.0002520987997694811,onehot,robust
163,163,0.9508117673132391,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00030164200141993277)]",0.00030164200141993277,onehot,robust
164,164,0.9507908689898341,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00027657122721598586)]",0.00027657122721598586,onehot,robust
165,165,0.9507797226132266,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003613609554345984)]",0.0003613609554345984,onehot,robust
166,166,0.9504747875801479,"[('scaling_method', 'minmax'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002952277313643696)]",0.0002952277313643696,onehot,minmax
167,167,0.9506903879715045,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00024588690216644074)]",0.00024588690216644074,onehot,robust
168,168,0.9508104007843514,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003254318443572959)]",0.0003254318443572959,onehot,robust
169,169,0.9506077464425825,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002267841361040877)]",0.0002267841361040877,onehot,robust
170,170,0.9485288658374227,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0008734584157246382)]",0.0008734584157246382,onehot,standard
171,171,0.95081191627602,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00030920629995821015)]",0.00030920629995821015,onehot,robust
172,172,0.9507823254316266,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00027198705658900725)]",0.00027198705658900725,onehot,robust
173,173,0.9507597354430037,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00037565232510245925)]",0.00037565232510245925,onehot,robust
174,174,0.9508125103999369,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00030547279057379376)]",0.00030547279057379376,onehot,robust
175,175,0.950809747327224,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002949503331428999)]",0.0002949503331428999,onehot,robust
176,176,0.9507979102003068,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003465791546529392)]",0.0003465791546529392,onehot,robust
177,177,0.9507651452249057,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00026545176780297044)]",0.00026545176780297044,onehot,robust
178,178,0.9508120575853578,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003041590856332675)]",0.0003041590856332675,onehot,robust
179,179,0.9508037635134066,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003390641930969061)]",0.0003390641930969061,onehot,robust
180,180,0.9507397148337453,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003888149967628445)]",0.0003888149967628445,onehot,robust
181,181,0.950812427632443,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003049211290600782)]",0.0003049211290600782,onehot,robust
182,182,0.950790976344598,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00027663264767635896)]",0.00027663264767635896,onehot,robust
183,183,0.9508115075162349,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003114330508442623)]",0.0003114330508442623,onehot,robust
184,184,0.9507879840297312,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003553635038494085)]",0.0003553635038494085,onehot,robust
185,185,0.9506967514520092,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00024735978202556806)]",0.00024735978202556806,onehot,robust
186,186,0.950808955899159,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002934299007174458)]",0.0002934299007174458,onehot,robust
187,187,0.9476948757409577,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003243074570782025)]",0.0003243074570782025,onehot,maxabs
188,188,0.9507607700457552,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00026409925459837516)]",0.00026409925459837516,onehot,robust
189,189,0.9418150770056742,"[('scaling_method', 'robust'), ('encoding_method', 'ordinal'), ('alpha', 0.0004412746596603025)]",0.0004412746596603025,ordinal,robust
190,190,0.9504500948384816,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', 'first'), ('alpha', 0.00022965327998739806)]",0.00022965327998739806,onehot,robust
191,191,0.9508107239771999,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003131947927507659)]",0.0003131947927507659,onehot,robust
192,192,0.9508100654286838,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00029558064269849066)]",0.00029558064269849066,onehot,robust
193,193,0.9507998720675648,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00034438511180763347)]",0.00034438511180763347,onehot,robust
194,194,0.9508066252031364,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00029038903144563505)]",0.00029038903144563505,onehot,robust
195,195,0.9507509787675357,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0003814762162935689)]",0.0003814762162935689,onehot,robust
196,196,0.9508114186691603,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00031881502123266083)]",0.00031881502123266083,onehot,robust
197,197,0.950773313975348,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.0002681604864862338)]",0.0002681604864862338,onehot,robust
198,198,0.9508039237731637,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.00028765471536430217)]",0.00028765471536430217,onehot,robust
199,199,0.9500550819769611,"[('scaling_method', 'minmax'), ('encoding_method', 'onehot'), ('drop', None), ('alpha', 0.000358553124387058)]",0.000358553124387058,onehot,minmax
