,Trial,Score,Parameters
67,67,0.9324216932527435,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 712), ('learning_rate', 0.011825570889447207), ('max_depth', 3), ('subsample', 0.602930892748621), ('colsample_bytree', 0.5564711601770198), ('min_child_weight', 4)]"
68,68,0.9473502263116153,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 872), ('learning_rate', 0.08334823977956193), ('max_depth', 3), ('subsample', 0.718218295202241), ('colsample_bytree', 0.618272101552865), ('min_child_weight', 3)]"
69,69,0.9523053459545707,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 969), ('learning_rate', 0.048976340044450346), ('max_depth', 3), ('subsample', 0.4852614126995951), ('colsample_bytree', 0.8757965848039398), ('min_child_weight', 2)]"
70,70,0.9509504751339862,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 972), ('learning_rate', 0.0502234621565219), ('max_depth', 3), ('subsample', 0.47754510915818615), ('colsample_bytree', 0.8725317502510659), ('min_child_weight', 2)]"
71,71,0.9494567813479449,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 765), ('learning_rate', 0.06158329403967783), ('max_depth', 3), ('subsample', 0.5312066974653593), ('colsample_bytree', 0.8963568451375964), ('min_child_weight', 2)]"
72,72,0.9488623869433171,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 543), ('learning_rate', 0.044305541583835595), ('max_depth', 3), ('subsample', 0.5753040928756561), ('colsample_bytree', 0.9124366512199733), ('min_child_weight', 3)]"
73,73,0.9518117943004913,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 930), ('learning_rate', 0.03606075466225292), ('max_depth', 3), ('subsample', 0.5019928441973883), ('colsample_bytree', 0.5834393524593884), ('min_child_weight', 2)]"
74,74,0.9510817662449114,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 914), ('learning_rate', 0.02674116701766363), ('max_depth', 3), ('subsample', 0.4430221001033879), ('colsample_bytree', 0.798660064837867), ('min_child_weight', 2)]"
75,75,0.9512151673541208,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 885), ('learning_rate', 0.06619298229366409), ('max_depth', 3), ('subsample', 0.612923998332811), ('colsample_bytree', 0.8557219109629579), ('min_child_weight', 2)]"
76,76,0.9506166369550527,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 981), ('learning_rate', 0.03584241789998523), ('max_depth', 3), ('subsample', 0.4987154546815717), ('colsample_bytree', 0.9362609416135849), ('min_child_weight', 1)]"
77,77,0.9504025324559209,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 934), ('learning_rate', 0.07904481009269025), ('max_depth', 3), ('subsample', 0.6901474088720125), ('colsample_bytree', 0.8850506269594041), ('min_child_weight', 2)]"
78,78,0.9516319094030669,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 837), ('learning_rate', 0.054788662485816285), ('max_depth', 3), ('subsample', 0.6390699804861768), ('colsample_bytree', 0.5786997045423148), ('min_child_weight', 5)]"
79,79,0.9499142097404076,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', 'first'), ('n_estimators', 938), ('learning_rate', 0.09755801751073251), ('max_depth', 3), ('subsample', 0.7443288317719534), ('colsample_bytree', 0.9040805781358373), ('min_child_weight', 2)]"
80,80,0.9504500789304071,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 968), ('learning_rate', 0.029325153726742277), ('max_depth', 3), ('subsample', 0.5579525305926664), ('colsample_bytree', 0.8510932803980201), ('min_child_weight', 2)]"
81,81,0.9521239993905894,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 849), ('learning_rate', 0.04736533696425703), ('max_depth', 3), ('subsample', 0.5856952564778507), ('colsample_bytree', 0.5610951639950642), ('min_child_weight', 3)]"
82,82,0.9512559170246211,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 879), ('learning_rate', 0.04866999325335024), ('max_depth', 3), ('subsample', 0.5878891482041948), ('colsample_bytree', 0.5828885021780427), ('min_child_weight', 4)]"
83,83,0.9506892854365367,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 849), ('learning_rate', 0.06962292726142462), ('max_depth', 3), ('subsample', 0.41379024484997073), ('colsample_bytree', 0.6708421983234234), ('min_child_weight', 3)]"
84,84,0.9509869809822041,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 918), ('learning_rate', 0.03689621102573723), ('max_depth', 3), ('subsample', 0.6312391594884686), ('colsample_bytree', 0.5376982403018362), ('min_child_weight', 3)]"
85,85,0.8951248834986683,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 815), ('learning_rate', 0.007180684676692941), ('max_depth', 3), ('subsample', 0.4581967976418058), ('colsample_bytree', 0.5126352888787629), ('min_child_weight', 4)]"
86,86,0.9506608627389043,"[('scaling_method', 'standard'), ('encoding_method', 'ordinal'), ('n_estimators', 898), ('learning_rate', 0.05676633016710526), ('max_depth', 3), ('subsample', 0.49034837776684326), ('colsample_bytree', 0.5678181153551748), ('min_child_weight', 2)]"
87,87,0.9446919747304998,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 945), ('learning_rate', 0.01672136651934957), ('max_depth', 3), ('subsample', 0.6570714367357388), ('colsample_bytree', 0.8155331450291995), ('min_child_weight', 3)]"
88,88,0.9500894176372678,"[('scaling_method', 'minmax'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 850), ('learning_rate', 0.03303683847589845), ('max_depth', 3), ('subsample', 0.5555658184748294), ('colsample_bytree', 0.5878164231038149), ('min_child_weight', 3)]"
89,89,0.9388346905007051,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 223), ('learning_rate', 0.04673944080503689), ('max_depth', 3), ('subsample', 0.6151046023315249), ('colsample_bytree', 0.7784953269956438), ('min_child_weight', 3)]"
90,90,0.9502711675112329,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 821), ('learning_rate', 0.03969404029807368), ('max_depth', 3), ('subsample', 0.6904507637566775), ('colsample_bytree', 0.8336896587969665), ('min_child_weight', 4)]"
91,91,0.9524110668312276,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 802), ('learning_rate', 0.04210467095398814), ('max_depth', 3), ('subsample', 0.5282013176451278), ('colsample_bytree', 0.5568017301144005), ('min_child_weight', 3)]"
92,92,0.951853947688206,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 728), ('learning_rate', 0.05483915882023364), ('max_depth', 3), ('subsample', 0.5101924408720776), ('colsample_bytree', 0.5583407015304064), ('min_child_weight', 3)]"
93,93,0.951491309753776,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 734), ('learning_rate', 0.044237462588030046), ('max_depth', 3), ('subsample', 0.5147490243452535), ('colsample_bytree', 0.562195784648195), ('min_child_weight', 3)]"
94,94,0.9519687475955971,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 772), ('learning_rate', 0.051722155579478624), ('max_depth', 3), ('subsample', 0.4876160529892919), ('colsample_bytree', 0.5182506055678298), ('min_child_weight', 3)]"
95,95,0.9514525980467944,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 684), ('learning_rate', 0.052524896460442345), ('max_depth', 3), ('subsample', 0.42994693901932807), ('colsample_bytree', 0.5185228674851621), ('min_child_weight', 3)]"
96,96,0.9521650214988991,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', None), ('n_estimators', 723), ('learning_rate', 0.0648389838438535), ('max_depth', 3), ('subsample', 0.5437598957117947), ('colsample_bytree', 0.5365931567381602), ('min_child_weight', 3)]"
97,97,0.9494148623411505,"[('scaling_method', 'robust'), ('encoding_method', 'ordinal'), ('n_estimators', 634), ('learning_rate', 0.0637677783859475), ('max_depth', 3), ('subsample', 0.5363370069233374), ('colsample_bytree', 0.5391302277168072), ('min_child_weight', 3)]"
98,98,0.9514364433290119,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('drop', 'first'), ('n_estimators', 804), ('learning_rate', 0.04777350060393839), ('max_depth', 3), ('subsample', 0.5880882175453839), ('colsample_bytree', 0.5028797659460701), ('min_child_weight', 3)]"
