,Trial,Score,Parameters,scaling,encoding,n_estimators,learning_rate,max_depth,subsample,colsample,min_child
79,79,0.9505809228219404,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 891), ('learning_rate', 0.07874045267891387), ('max_depth', 3), ('subsample', 0.7138918943775578), ('colsample_bytree', 0.5005343423453096), ('min_child_weight', 1)]",standard,onehot,891,0.07874045267891387,3,0.7138918943775578,0.5005343423453096,1
80,80,0.9521836029712297,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 926), ('learning_rate', 0.04625742124555184), ('max_depth', 3), ('subsample', 0.5758788370581867), ('colsample_bytree', 0.5236966080034127), ('min_child_weight', 2)]",standard,onehot,926,0.04625742124555184,3,0.5758788370581867,0.5236966080034127,2
81,81,0.9524895362468223,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 923), ('learning_rate', 0.04611537057084738), ('max_depth', 3), ('subsample', 0.5834837329502263), ('colsample_bytree', 0.519945424826038), ('min_child_weight', 2)]",standard,onehot,923,0.04611537057084738,3,0.5834837329502263,0.519945424826038,2
82,82,0.9523481634484539,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 929), ('learning_rate', 0.047168549807397056), ('max_depth', 3), ('subsample', 0.5801297829117517), ('colsample_bytree', 0.5461349399938478), ('min_child_weight', 2)]",standard,onehot,929,0.047168549807397056,3,0.5801297829117517,0.5461349399938478,2
83,83,0.9515441654136969,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 927), ('learning_rate', 0.03310410412070429), ('max_depth', 3), ('subsample', 0.5488531475844658), ('colsample_bytree', 0.547996525416537), ('min_child_weight', 2)]",standard,onehot,927,0.03310410412070429,3,0.5488531475844658,0.547996525416537,2
84,84,0.9522375027229554,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 887), ('learning_rate', 0.04669202148218257), ('max_depth', 3), ('subsample', 0.47481508320834587), ('colsample_bytree', 0.5377998777477677), ('min_child_weight', 2)]",standard,onehot,887,0.04669202148218257,3,0.47481508320834587,0.5377998777477677,2
85,85,0.9486992449055799,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 875), ('learning_rate', 0.02576160397371732), ('max_depth', 3), ('subsample', 0.4435291138353718), ('colsample_bytree', 0.5940274453423893), ('min_child_weight', 2)]",standard,onehot,875,0.02576160397371732,3,0.4435291138353718,0.5940274453423893,2
86,86,0.9518714436113095,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 959), ('learning_rate', 0.039975870592781466), ('max_depth', 3), ('subsample', 0.48702069882054355), ('colsample_bytree', 0.5397103193450452), ('min_child_weight', 2)]",standard,onehot,959,0.039975870592781466,3,0.48702069882054355,0.5397103193450452,2
87,87,0.9531027787012614,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 953), ('learning_rate', 0.03807195235515235), ('max_depth', 3), ('subsample', 0.48652255836139824), ('colsample_bytree', 0.5425148361512464), ('min_child_weight', 2)]",standard,onehot,953,0.03807195235515235,3,0.48652255836139824,0.5425148361512464,2
88,88,0.9529187053145959,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 892), ('learning_rate', 0.037580626674927696), ('max_depth', 3), ('subsample', 0.49912015058086384), ('colsample_bytree', 0.5411717902612115), ('min_child_weight', 2)]",standard,onehot,892,0.037580626674927696,3,0.49912015058086384,0.5411717902612115,2
89,89,0.9511995353595784,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 894), ('learning_rate', 0.02998052588863368), ('max_depth', 3), ('subsample', 0.42692200235297906), ('colsample_bytree', 0.5612745764650949), ('min_child_weight', 2)]",standard,onehot,894,0.02998052588863368,3,0.42692200235297906,0.5612745764650949,2
90,90,0.9483399280030056,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 811), ('learning_rate', 0.023061517025576343), ('max_depth', 3), ('subsample', 0.3524219730788454), ('colsample_bytree', 0.5358642246214007), ('min_child_weight', 2)]",standard,onehot,811,0.023061517025576343,3,0.3524219730788454,0.5358642246214007,2
91,91,0.9529410901033251,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 953), ('learning_rate', 0.03777449230497327), ('max_depth', 3), ('subsample', 0.4959126936224624), ('colsample_bytree', 0.5406338068281275), ('min_child_weight', 2)]",standard,onehot,953,0.03777449230497327,3,0.4959126936224624,0.5406338068281275,2
92,92,0.9537022219147874,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 950), ('learning_rate', 0.03857083391937703), ('max_depth', 3), ('subsample', 0.3930231974109648), ('colsample_bytree', 0.5555856104464941), ('min_child_weight', 2)]",standard,onehot,950,0.03857083391937703,3,0.3930231974109648,0.5555856104464941,2
93,93,0.9528579469499961,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 949), ('learning_rate', 0.037599312710922775), ('max_depth', 3), ('subsample', 0.3815485338182299), ('colsample_bytree', 0.5548456964840707), ('min_child_weight', 2)]",standard,onehot,949,0.037599312710922775,3,0.3815485338182299,0.5548456964840707,2
94,94,0.9516016419208765,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 993), ('learning_rate', 0.03712949005501087), ('max_depth', 3), ('subsample', 0.40216802130803697), ('colsample_bytree', 0.5857489658840118), ('min_child_weight', 2)]",standard,onehot,993,0.03712949005501087,3,0.40216802130803697,0.5857489658840118,2
95,95,0.94756979236938,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 960), ('learning_rate', 0.017475138183460505), ('max_depth', 3), ('subsample', 0.37455242897353563), ('colsample_bytree', 0.5549860137681819), ('min_child_weight', 2)]",standard,onehot,960,0.017475138183460505,3,0.37455242897353563,0.5549860137681819,2
96,96,0.9493009666670896,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 951), ('learning_rate', 0.02313092472862267), ('max_depth', 3), ('subsample', 0.2657348349882901), ('colsample_bytree', 0.5680614418221085), ('min_child_weight', 2)]",standard,onehot,951,0.02313092472862267,3,0.2657348349882901,0.5680614418221085,2
97,97,0.9129479777831188,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 221), ('learning_rate', 0.029039869197245306), ('max_depth', 3), ('subsample', 0.5020895199987959), ('colsample_bytree', 0.6723214841216869), ('min_child_weight', 2)]",standard,onehot,221,0.029039869197245306,3,0.5020895199987959,0.6723214841216869,2
98,98,0.952924557887247,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 999), ('learning_rate', 0.03772273346733227), ('max_depth', 3), ('subsample', 0.4404151260832423), ('colsample_bytree', 0.5113898615524726), ('min_child_weight', 2)]",standard,onehot,999,0.03772273346733227,3,0.4404151260832423,0.5113898615524726,2
99,99,0.9481790451626153,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 981), ('learning_rate', 0.034190105719863556), ('max_depth', 3), ('subsample', 0.44551518808859114), ('colsample_bytree', 0.5303173770989887), ('min_child_weight', 2)]",standard,onehot,981,0.034190105719863556,3,0.44551518808859114,0.5303173770989887,2
100,100,0.9524406167338444,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 992), ('learning_rate', 0.03840077307606187), ('max_depth', 3), ('subsample', 0.3791081343881299), ('colsample_bytree', 0.5093495130798745), ('min_child_weight', 2)]",standard,onehot,992,0.03840077307606187,3,0.3791081343881299,0.5093495130798745,2
101,101,0.9521823222011504,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 997), ('learning_rate', 0.03736938305999804), ('max_depth', 3), ('subsample', 0.38344051686115815), ('colsample_bytree', 0.511781143546468), ('min_child_weight', 2)]",standard,onehot,997,0.03736938305999804,3,0.38344051686115815,0.511781143546468,2
102,102,0.9501379950848232,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 948), ('learning_rate', 0.024956602304743884), ('max_depth', 3), ('subsample', 0.4238687497517274), ('colsample_bytree', 0.5067561409476795), ('min_child_weight', 2)]",standard,onehot,948,0.024956602304743884,3,0.4238687497517274,0.5067561409476795,2
103,103,0.9485041294781256,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 975), ('learning_rate', 0.020856210616998116), ('max_depth', 3), ('subsample', 0.3622457480795103), ('colsample_bytree', 0.510846480012865), ('min_child_weight', 2)]",standard,onehot,975,0.020856210616998116,3,0.3622457480795103,0.510846480012865,2
104,104,0.9519549820810639,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 915), ('learning_rate', 0.03937406200977724), ('max_depth', 3), ('subsample', 0.3229740021492422), ('colsample_bytree', 0.5528747058823192), ('min_child_weight', 2)]",standard,onehot,915,0.03937406200977724,3,0.3229740021492422,0.5528747058823192,2
105,105,0.950807166551155,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 999), ('learning_rate', 0.028542297749043096), ('max_depth', 3), ('subsample', 0.4012554599310958), ('colsample_bytree', 0.5004425909472058), ('min_child_weight', 2)]",standard,onehot,999,0.028542297749043096,3,0.4012554599310958,0.5004425909472058,2
106,106,0.9500079896037579,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 951), ('learning_rate', 0.03161743280242305), ('max_depth', 3), ('subsample', 0.5455620713149238), ('colsample_bytree', 0.576691374184419), ('min_child_weight', 2)]",standard,onehot,951,0.03161743280242305,3,0.5455620713149238,0.576691374184419,2
107,107,0.952017706536292,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 902), ('learning_rate', 0.04369943790207552), ('max_depth', 3), ('subsample', 0.29392795685679773), ('colsample_bytree', 0.5275326363432785), ('min_child_weight', 2)]",standard,onehot,902,0.04369943790207552,3,0.29392795685679773,0.5275326363432785,2
108,108,0.8241387772786861,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 143), ('learning_rate', 0.03442456135519566), ('max_depth', 3), ('subsample', 0.44934108206015483), ('colsample_bytree', 0.5430126148673061), ('min_child_weight', 2)]",standard,onehot,143,0.03442456135519566,3,0.44934108206015483,0.5430126148673061,2
109,109,0.9536021936311773,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 970), ('learning_rate', 0.055128733493279056), ('max_depth', 3), ('subsample', 0.49571845557317235), ('colsample_bytree', 0.6187931954209129), ('min_child_weight', 2)]",standard,onehot,970,0.055128733493279056,3,0.49571845557317235,0.6187931954209129,2
110,110,0.9526157887578364,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 971), ('learning_rate', 0.055257967886737716), ('max_depth', 3), ('subsample', 0.5039957283014068), ('colsample_bytree', 0.6220106891380831), ('min_child_weight', 2)]",standard,onehot,971,0.055257967886737716,3,0.5039957283014068,0.6220106891380831,2
111,111,0.952642352694048,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 974), ('learning_rate', 0.05462184454821611), ('max_depth', 3), ('subsample', 0.5085778638568663), ('colsample_bytree', 0.6200594570065778), ('min_child_weight', 2)]",standard,onehot,974,0.05462184454821611,3,0.5085778638568663,0.6200594570065778,2
112,112,0.9521425362380509,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 974), ('learning_rate', 0.055143617587718734), ('max_depth', 3), ('subsample', 0.5199543460422458), ('colsample_bytree', 0.6233382722201515), ('min_child_weight', 2)]",standard,onehot,974,0.055143617587718734,3,0.5199543460422458,0.6233382722201515,2
113,113,0.9524048940728875,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 979), ('learning_rate', 0.041948592747023734), ('max_depth', 3), ('subsample', 0.5056864934464852), ('colsample_bytree', 0.6391934937373278), ('min_child_weight', 2)]",standard,onehot,979,0.041948592747023734,3,0.5056864934464852,0.6391934937373278,2
114,114,0.951611953651124,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 953), ('learning_rate', 0.038604453159630375), ('max_depth', 3), ('subsample', 0.47242581609470274), ('colsample_bytree', 0.7097427318036258), ('min_child_weight', 2)]",standard,onehot,953,0.038604453159630375,3,0.47242581609470274,0.7097427318036258,2
115,115,0.9514254410324133,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 967), ('learning_rate', 0.04392931450617699), ('max_depth', 3), ('subsample', 0.5383391703829229), ('colsample_bytree', 0.5925861306201472), ('min_child_weight', 2)]",standard,onehot,967,0.04392931450617699,3,0.5383391703829229,0.5925861306201472,2
116,116,0.9528307120920168,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 946), ('learning_rate', 0.055215257699505256), ('max_depth', 3), ('subsample', 0.48706147167510666), ('colsample_bytree', 0.6172955593749052), ('min_child_weight', 2)]",standard,onehot,946,0.055215257699505256,3,0.48706147167510666,0.6172955593749052,2
117,117,0.9529706291814556,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 865), ('learning_rate', 0.050732080476022845), ('max_depth', 3), ('subsample', 0.4886156425070804), ('colsample_bytree', 0.6582846684800082), ('min_child_weight', 2)]",standard,onehot,865,0.050732080476022845,3,0.4886156425070804,0.6582846684800082,2
118,118,0.9501430820149827,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 866), ('learning_rate', 0.053705148511376054), ('max_depth', 3), ('subsample', 0.48837652060958525), ('colsample_bytree', 0.6556980605255145), ('min_child_weight', 2)]",standard,onehot,866,0.053705148511376054,3,0.48837652060958525,0.6556980605255145,2
119,119,0.9515646642494929,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 844), ('learning_rate', 0.051347729344392), ('max_depth', 3), ('subsample', 0.46032683772776406), ('colsample_bytree', 0.6170267399557812), ('min_child_weight', 2)]",standard,onehot,844,0.051347729344392,3,0.46032683772776406,0.6170267399557812,2
120,120,0.9517651433966708,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 941), ('learning_rate', 0.05809200593985045), ('max_depth', 3), ('subsample', 0.5127184837591445), ('colsample_bytree', 0.6741000012555196), ('min_child_weight', 2)]",standard,onehot,941,0.05809200593985045,3,0.5127184837591445,0.6741000012555196,2
121,121,0.9512023276901733,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 886), ('learning_rate', 0.033256219890743025), ('max_depth', 3), ('subsample', 0.4276909943555796), ('colsample_bytree', 0.6028205265336559), ('min_child_weight', 2)]",standard,onehot,886,0.033256219890743025,3,0.4276909943555796,0.6028205265336559,2
122,122,0.952489645401851,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 916), ('learning_rate', 0.0436526601439552), ('max_depth', 3), ('subsample', 0.48133983515300965), ('colsample_bytree', 0.6177081318023648), ('min_child_weight', 2)]",standard,onehot,916,0.0436526601439552,3,0.48133983515300965,0.6177081318023648,2
123,123,0.9522980743772843,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 916), ('learning_rate', 0.051925997555943675), ('max_depth', 3), ('subsample', 0.5360582550556755), ('colsample_bytree', 0.6161293674163769), ('min_child_weight', 2)]",standard,onehot,916,0.051925997555943675,3,0.5360582550556755,0.6161293674163769,2
124,124,0.9526224018898684,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 959), ('learning_rate', 0.041914291668793104), ('max_depth', 3), ('subsample', 0.4804891815736508), ('colsample_bytree', 0.637307788332494), ('min_child_weight', 2)]",standard,onehot,959,0.041914291668793104,3,0.4804891815736508,0.637307788332494,2
125,125,0.9433329798482218,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 960), ('learning_rate', 0.013040838206719238), ('max_depth', 3), ('subsample', 0.41282013463432027), ('colsample_bytree', 0.6384437399920079), ('min_child_weight', 2)]",standard,onehot,960,0.013040838206719238,3,0.41282013463432027,0.6384437399920079,2
126,126,0.9526790503426248,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 975), ('learning_rate', 0.05696823399397346), ('max_depth', 3), ('subsample', 0.4977040790345715), ('colsample_bytree', 0.6452216210439169), ('min_child_weight', 2)]",standard,onehot,975,0.05696823399397346,3,0.4977040790345715,0.6452216210439169,2
127,127,0.9513932731290112,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 944), ('learning_rate', 0.036754222531500715), ('max_depth', 3), ('subsample', 0.450189860455417), ('colsample_bytree', 0.649043731022129), ('min_child_weight', 2)]",standard,onehot,944,0.036754222531500715,3,0.450189860455417,0.649043731022129,2
128,128,0.9503097607829826,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 982), ('learning_rate', 0.0269286067724053), ('max_depth', 3), ('subsample', 0.5600847557010815), ('colsample_bytree', 0.6710776988198873), ('min_child_weight', 2)]",standard,onehot,982,0.0269286067724053,3,0.5600847557010815,0.6710776988198873,2
129,129,0.951031205421659,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 939), ('learning_rate', 0.06213210809050865), ('max_depth', 3), ('subsample', 0.4367890461914999), ('colsample_bytree', 0.632628485404949), ('min_child_weight', 2)]",standard,onehot,939,0.06213210809050865,3,0.4367890461914999,0.632628485404949,2
130,130,0.9512394015917768,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 895), ('learning_rate', 0.031214285268974965), ('max_depth', 3), ('subsample', 0.4607381070042533), ('colsample_bytree', 0.6964907685282192), ('min_child_weight', 2)]",standard,onehot,895,0.031214285268974965,3,0.4607381070042533,0.6964907685282192,2
131,131,0.9535282212671128,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 970), ('learning_rate', 0.048244291765884455), ('max_depth', 3), ('subsample', 0.4940729500843449), ('colsample_bytree', 0.6094423202173368), ('min_child_weight', 2)]",standard,onehot,970,0.048244291765884455,3,0.4940729500843449,0.6094423202173368,2
132,132,0.9135630083860979,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 1000), ('learning_rate', 0.006490212444689428), ('max_depth', 3), ('subsample', 0.4898164968088549), ('colsample_bytree', 0.6446518597970877), ('min_child_weight', 2)]",standard,onehot,1000,0.006490212444689428,3,0.4898164968088549,0.6446518597970877,2
133,133,0.9519250654662235,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 963), ('learning_rate', 0.04165328991426609), ('max_depth', 3), ('subsample', 0.5252592616681329), ('colsample_bytree', 0.6024512890106873), ('min_child_weight', 2)]",standard,onehot,963,0.04165328991426609,3,0.5252592616681329,0.6024512890106873,2
134,134,0.9481164026280716,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 435), ('learning_rate', 0.04725305655889264), ('max_depth', 3), ('subsample', 0.47425206286838784), ('colsample_bytree', 0.6076759053587119), ('min_child_weight', 2)]",standard,onehot,435,0.04725305655889264,3,0.47425206286838784,0.6076759053587119,2
135,135,0.9517992551640387,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 929), ('learning_rate', 0.0667613476136499), ('max_depth', 3), ('subsample', 0.409897737507572), ('colsample_bytree', 0.5810302276267036), ('min_child_weight', 2)]",standard,onehot,929,0.0667613476136499,3,0.409897737507572,0.5810302276267036,2
136,136,0.9443247410245721,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 333), ('learning_rate', 0.050772254318266694), ('max_depth', 3), ('subsample', 0.5108311480559544), ('colsample_bytree', 0.7369266578914506), ('min_child_weight', 2)]",maxabs,onehot,333,0.050772254318266694,3,0.5108311480559544,0.7369266578914506,2
137,137,0.9488883927053074,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 982), ('learning_rate', 0.07536972436361057), ('max_depth', 3), ('subsample', 0.4922133718099771), ('colsample_bytree', 0.6630962466988304), ('min_child_weight', 2)]",standard,onehot,982,0.07536972436361057,3,0.4922133718099771,0.6630962466988304,2
138,138,0.9516356615319275,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('n_estimators', 954), ('learning_rate', 0.035137964050393766), ('max_depth', 3), ('subsample', 0.5317202099416732), ('colsample_bytree', 0.5669888707417923), ('min_child_weight', 2)]",robust,onehot,954,0.035137964050393766,3,0.5317202099416732,0.5669888707417923,2
139,139,0.9516082336073046,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 874), ('learning_rate', 0.058227989586082364), ('max_depth', 3), ('subsample', 0.3502270305601427), ('colsample_bytree', 0.6320478792779445), ('min_child_weight', 2)]",standard,onehot,874,0.058227989586082364,3,0.3502270305601427,0.6320478792779445,2
140,140,0.9545422235903054,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 902), ('learning_rate', 0.04089478271640344), ('max_depth', 3), ('subsample', 0.4614417149387252), ('colsample_bytree', 0.6589253772701361), ('min_child_weight', 2)]",standard,onehot,902,0.04089478271640344,3,0.4614417149387252,0.6589253772701361,2
141,141,0.9526335113686498,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 905), ('learning_rate', 0.03970243396410249), ('max_depth', 3), ('subsample', 0.4584967017295679), ('colsample_bytree', 0.6587861839261778), ('min_child_weight', 2)]",standard,onehot,905,0.03970243396410249,3,0.4584967017295679,0.6587861839261778,2
142,142,0.94970224047292,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 857), ('learning_rate', 0.04806280529449771), ('max_depth', 3), ('subsample', 0.4365502864687073), ('colsample_bytree', 0.6587438187470933), ('min_child_weight', 2)]",standard,onehot,857,0.04806280529449771,3,0.4365502864687073,0.6587438187470933,2
143,143,0.9519342124708773,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 903), ('learning_rate', 0.035552826563957654), ('max_depth', 3), ('subsample', 0.464276241737092), ('colsample_bytree', 0.6263797316577426), ('min_child_weight', 2)]",standard,onehot,903,0.035552826563957654,3,0.464276241737092,0.6263797316577426,2
144,144,0.9534368936994341,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 826), ('learning_rate', 0.044536240518774944), ('max_depth', 3), ('subsample', 0.45256132579463626), ('colsample_bytree', 0.690095675965808), ('min_child_weight', 2)]",standard,onehot,826,0.044536240518774944,3,0.45256132579463626,0.690095675965808,2
145,145,0.9518284872718498,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 829), ('learning_rate', 0.05638346908095807), ('max_depth', 3), ('subsample', 0.3920287300614951), ('colsample_bytree', 0.6854812176922428), ('min_child_weight', 2)]",standard,onehot,829,0.05638346908095807,3,0.3920287300614951,0.6854812176922428,2
146,146,0.952726833872563,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 931), ('learning_rate', 0.04510612311210071), ('max_depth', 3), ('subsample', 0.5012852831942365), ('colsample_bytree', 0.6936820280210312), ('min_child_weight', 2)]",standard,onehot,931,0.04510612311210071,3,0.5012852831942365,0.6936820280210312,2
147,147,0.9494284691233081,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 883), ('learning_rate', 0.03090781231504533), ('max_depth', 3), ('subsample', 0.41822120724295775), ('colsample_bytree', 0.7017276639553127), ('min_child_weight', 2)]",standard,onehot,883,0.03090781231504533,3,0.41822120724295775,0.7017276639553127,2
148,148,0.9514558255780023,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 799), ('learning_rate', 0.04465826585791571), ('max_depth', 3), ('subsample', 0.5580541372229397), ('colsample_bytree', 0.7262557630548933), ('min_child_weight', 2)]",standard,onehot,799,0.04465826585791571,3,0.5580541372229397,0.7262557630548933,2
149,149,0.9517241210122632,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 929), ('learning_rate', 0.0389944302316397), ('max_depth', 3), ('subsample', 0.4890110427467232), ('colsample_bytree', 0.6886700588553135), ('min_child_weight', 2)]",standard,onehot,929,0.0389944302316397,3,0.4890110427467232,0.6886700588553135,2
150,150,0.9531314124651067,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 939), ('learning_rate', 0.04959484942570906), ('max_depth', 3), ('subsample', 0.4537569098387944), ('colsample_bytree', 0.6784678801882107), ('min_child_weight', 2)]",standard,onehot,939,0.04959484942570906,3,0.4537569098387944,0.6784678801882107,2
151,151,0.9515225116704983,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 938), ('learning_rate', 0.04602152471451816), ('max_depth', 3), ('subsample', 0.44151428892719174), ('colsample_bytree', 0.6839951019657181), ('min_child_weight', 2)]",standard,onehot,938,0.04602152471451816,3,0.44151428892719174,0.6839951019657181,2
152,152,0.9525804208531887,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 924), ('learning_rate', 0.051487119883605055), ('max_depth', 3), ('subsample', 0.4643633689854426), ('colsample_bytree', 0.6707851344464564), ('min_child_weight', 2)]",standard,onehot,924,0.051487119883605055,3,0.4643633689854426,0.6707851344464564,2
153,153,0.9498650532460218,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 867), ('learning_rate', 0.03330775431130891), ('max_depth', 3), ('subsample', 0.5057248664407046), ('colsample_bytree', 0.7132170236626443), ('min_child_weight', 2)]",standard,onehot,867,0.03330775431130891,3,0.5057248664407046,0.7132170236626443,2
154,154,0.9497648165373338,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 903), ('learning_rate', 0.06562667874030405), ('max_depth', 3), ('subsample', 0.4364385461372462), ('colsample_bytree', 0.6502170071404827), ('min_child_weight', 2)]",standard,onehot,903,0.06562667874030405,3,0.4364385461372462,0.6502170071404827,2
155,155,0.9526136680534097,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 841), ('learning_rate', 0.04082043474103941), ('max_depth', 3), ('subsample', 0.4799481898140035), ('colsample_bytree', 0.679672764151324), ('min_child_weight', 2)]",standard,onehot,841,0.04082043474103941,3,0.4799481898140035,0.679672764151324,2
156,156,0.9520124410427891,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 1000), ('learning_rate', 0.04955875182141938), ('max_depth', 3), ('subsample', 0.526324542462333), ('colsample_bytree', 0.7028655856026025), ('min_child_weight', 2)]",standard,onehot,1000,0.04955875182141938,3,0.526324542462333,0.7028655856026025,2
157,157,0.9499560450438641,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 947), ('learning_rate', 0.037173106555798474), ('max_depth', 3), ('subsample', 0.4187829352135062), ('colsample_bytree', 0.5525522630906509), ('min_child_weight', 2)]",standard,onehot,947,0.037173106555798474,3,0.4187829352135062,0.5525522630906509,2
158,158,0.9526975701944551,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 917), ('learning_rate', 0.04482024274174625), ('max_depth', 3), ('subsample', 0.4939726725596501), ('colsample_bytree', 0.6619437120985084), ('min_child_weight', 2)]",standard,onehot,917,0.04482024274174625,3,0.4939726725596501,0.6619437120985084,2
159,159,0.9530281230115687,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 884), ('learning_rate', 0.04304435090655182), ('max_depth', 3), ('subsample', 0.4534424990450346), ('colsample_bytree', 0.7191675908225603), ('min_child_weight', 2)]",maxabs,onehot,884,0.04304435090655182,3,0.4534424990450346,0.7191675908225603,2
