,Trial,Score,Parameters,scaling,encoding,n_estimators,learning_rate,max_depth,subsample,colsample,min_child
160,160,0.9524769480375227,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 886), ('learning_rate', 0.044303149713139575), ('max_depth', 3), ('subsample', 0.4535387223717553), ('colsample_bytree', 0.7192044548662836), ('min_child_weight', 2)]",maxabs,onehot,886,0.044303149713139575,3,0.4535387223717553,0.7192044548662836,2
161,161,-6.344485307181252,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 917), ('learning_rate', 0.00124379594920621), ('max_depth', 3), ('subsample', 0.3999880048415325), ('colsample_bytree', 0.6939309605314959), ('min_child_weight', 2)]",maxabs,onehot,917,0.00124379594920621,3,0.3999880048415325,0.6939309605314959,2
162,162,0.9512504464885364,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 850), ('learning_rate', 0.04311848081740502), ('max_depth', 3), ('subsample', 0.4697443509095466), ('colsample_bytree', 0.6819591388947854), ('min_child_weight', 2)]",maxabs,onehot,850,0.04311848081740502,3,0.4697443509095466,0.6819591388947854,2
163,163,0.9509581582160965,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 880), ('learning_rate', 0.037346479004516875), ('max_depth', 3), ('subsample', 0.5452670227111527), ('colsample_bytree', 0.7571863592839663), ('min_child_weight', 2)]",maxabs,onehot,880,0.037346479004516875,3,0.5452670227111527,0.7571863592839663,2
164,164,0.9515461946873156,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 898), ('learning_rate', 0.04789143104488074), ('max_depth', 3), ('subsample', 0.5175902332984169), ('colsample_bytree', 0.7001595616207776), ('min_child_weight', 2)]",maxabs,onehot,898,0.04789143104488074,3,0.5175902332984169,0.7001595616207776,2
165,165,0.9503820794007527,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 824), ('learning_rate', 0.030398851029065567), ('max_depth', 3), ('subsample', 0.4935126957768549), ('colsample_bytree', 0.5364721093630896), ('min_child_weight', 2)]",standard,onehot,824,0.030398851029065567,3,0.4935126957768549,0.5364721093630896,2
166,166,0.9515657619014173,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 941), ('learning_rate', 0.03426941854780968), ('max_depth', 3), ('subsample', 0.44749404442170354), ('colsample_bytree', 0.6637546287193578), ('min_child_weight', 2)]",standard,onehot,941,0.03426941854780968,3,0.44749404442170354,0.6637546287193578,2
167,167,0.9520561371350894,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 911), ('learning_rate', 0.04020822736131864), ('max_depth', 3), ('subsample', 0.36874475226461656), ('colsample_bytree', 0.5579247905664939), ('min_child_weight', 2)]",standard,onehot,911,0.04020822736131864,3,0.36874475226461656,0.5579247905664939,2
168,168,0.9501449703113864,"[('scaling_method', 'robust'), ('encoding_method', 'onehot'), ('n_estimators', 529), ('learning_rate', 0.043480779913695054), ('max_depth', 3), ('subsample', 0.4278187016792011), ('colsample_bytree', 0.7300754709913388), ('min_child_weight', 2)]",robust,onehot,529,0.043480779913695054,3,0.4278187016792011,0.7300754709913388,2
169,169,0.9483292878450715,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 958), ('learning_rate', 0.05220970656702397), ('max_depth', 3), ('subsample', 0.1511301580119201), ('colsample_bytree', 0.6696765733820119), ('min_child_weight', 2)]",standard,onehot,958,0.05220970656702397,3,0.1511301580119201,0.6696765733820119,2
170,170,0.9508961636043711,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 865), ('learning_rate', 0.027865741333022883), ('max_depth', 3), ('subsample', 0.33779394615928093), ('colsample_bytree', 0.5875544204683146), ('min_child_weight', 2)]",standard,onehot,865,0.027865741333022883,3,0.33779394615928093,0.5875544204683146,2
171,171,0.9510922936470447,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 977), ('learning_rate', 0.06174100863713145), ('max_depth', 3), ('subsample', 0.4983960632153532), ('colsample_bytree', 0.648750099024833), ('min_child_weight', 2)]",standard,onehot,977,0.06174100863713145,3,0.4983960632153532,0.648750099024833,2
172,172,0.9523271836425181,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 926), ('learning_rate', 0.04836014621608686), ('max_depth', 3), ('subsample', 0.475121622208068), ('colsample_bytree', 0.6785577110401422), ('min_child_weight', 2)]",standard,onehot,926,0.04836014621608686,3,0.475121622208068,0.6785577110401422,2
173,173,0.952109020696801,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 971), ('learning_rate', 0.05745925557821948), ('max_depth', 3), ('subsample', 0.5016305021801505), ('colsample_bytree', 0.6544471285703833), ('min_child_weight', 2)]",standard,onehot,971,0.05745925557821948,3,0.5016305021801505,0.6544471285703833,2
174,174,0.9509665923544591,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 945), ('learning_rate', 0.03809611342273549), ('max_depth', 3), ('subsample', 0.48032749676783776), ('colsample_bytree', 0.7449687713821846), ('min_child_weight', 2)]",standard,onehot,945,0.03809611342273549,3,0.48032749676783776,0.7449687713821846,2
175,175,0.9532120734656935,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 987), ('learning_rate', 0.04616086752018185), ('max_depth', 3), ('subsample', 0.4583992153014932), ('colsample_bytree', 0.5299831039873567), ('min_child_weight', 2)]",standard,onehot,987,0.04616086752018185,3,0.4583992153014932,0.5299831039873567,2
176,176,0.9523694516963651,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 959), ('learning_rate', 0.0423898888085516), ('max_depth', 3), ('subsample', 0.45198552835850286), ('colsample_bytree', 0.5310197322932578), ('min_child_weight', 2)]",standard,onehot,959,0.0423898888085516,3,0.45198552835850286,0.5310197322932578,2
177,177,0.9496374801615178,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 985), ('learning_rate', 0.03402832803577617), ('max_depth', 3), ('subsample', 0.3888788732459355), ('colsample_bytree', 0.5397797025936351), ('min_child_weight', 2)]",standard,onehot,985,0.03402832803577617,3,0.3888788732459355,0.5397797025936351,2
178,178,0.9520627742233634,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 921), ('learning_rate', 0.04659412870078104), ('max_depth', 3), ('subsample', 0.46581904996448187), ('colsample_bytree', 0.5686587936625962), ('min_child_weight', 2)]",standard,onehot,921,0.04659412870078104,3,0.46581904996448187,0.5686587936625962,2
179,179,0.9521287294686499,"[('scaling_method', 'standard'), ('encoding_method', 'ordinal'), ('n_estimators', 893), ('learning_rate', 0.05134183906836873), ('max_depth', 3), ('subsample', 0.4251245355397435), ('colsample_bytree', 0.547097422191078), ('min_child_weight', 2)]",standard,ordinal,893,0.05134183906836873,3,0.4251245355397435,0.547097422191078,2
180,180,0.9506661658006885,"[('scaling_method', 'minmax'), ('encoding_method', 'onehot'), ('n_estimators', 938), ('learning_rate', 0.03631912680945246), ('max_depth', 3), ('subsample', 0.5182327099670385), ('colsample_bytree', 0.5262334517468243), ('min_child_weight', 2)]",minmax,onehot,938,0.03631912680945246,3,0.5182327099670385,0.5262334517468243,2
181,181,0.9517566094948465,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 984), ('learning_rate', 0.05571640762906206), ('max_depth', 3), ('subsample', 0.49254697763773303), ('colsample_bytree', 0.6664553165812982), ('min_child_weight', 2)]",standard,onehot,984,0.05571640762906206,3,0.49254697763773303,0.6664553165812982,2
182,182,0.9525114840884606,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 961), ('learning_rate', 0.04114823025472043), ('max_depth', 3), ('subsample', 0.47446222747478706), ('colsample_bytree', 0.6925534940616069), ('min_child_weight', 2)]",standard,onehot,961,0.04114823025472043,3,0.47446222747478706,0.6925534940616069,2
183,183,0.9517367202163639,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 969), ('learning_rate', 0.045760454137710994), ('max_depth', 3), ('subsample', 0.535216067325806), ('colsample_bytree', 0.6405189877897154), ('min_child_weight', 2)]",standard,onehot,969,0.045760454137710994,3,0.535216067325806,0.6405189877897154,2
184,184,0.949748034360753,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 1000), ('learning_rate', 0.05041912701644522), ('max_depth', 3), ('subsample', 0.44701624810526713), ('colsample_bytree', 0.7097682593290231), ('min_child_weight', 2)]",standard,onehot,1000,0.05041912701644522,3,0.44701624810526713,0.7097682593290231,2
185,185,0.9489346726727363,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 947), ('learning_rate', 0.06991322432625192), ('max_depth', 3), ('subsample', 0.5060045897578435), ('colsample_bytree', 0.5588384718338388), ('min_child_weight', 2)]",standard,onehot,947,0.06991322432625192,3,0.5060045897578435,0.5588384718338388,2
186,186,0.9519763071275057,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 915), ('learning_rate', 0.061119321782851656), ('max_depth', 3), ('subsample', 0.4611122166525735), ('colsample_bytree', 0.5420225705172372), ('min_child_weight', 2)]",standard,onehot,915,0.061119321782851656,3,0.4611122166525735,0.5420225705172372,2
187,187,0.9509299748403541,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 934), ('learning_rate', 0.0398046581142577), ('max_depth', 3), ('subsample', 0.4102561163260946), ('colsample_bytree', 0.5268087083503632), ('min_child_weight', 2)]",standard,onehot,934,0.0398046581142577,3,0.4102561163260946,0.5268087083503632,2
188,188,0.9515827103833083,"[('scaling_method', 'maxabs'), ('encoding_method', 'onehot'), ('n_estimators', 982), ('learning_rate', 0.04536475504927438), ('max_depth', 3), ('subsample', 0.48912719082889256), ('colsample_bytree', 0.61016901953227), ('min_child_weight', 2)]",maxabs,onehot,982,0.04536475504927438,3,0.48912719082889256,0.61016901953227,2
189,189,0.9527881455602956,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 876), ('learning_rate', 0.05572684381864693), ('max_depth', 3), ('subsample', 0.5147606288818453), ('colsample_bytree', 0.5151077989850257), ('min_child_weight', 2)]",standard,onehot,876,0.05572684381864693,3,0.5147606288818453,0.5151077989850257,2
190,190,0.9516110613972305,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 878), ('learning_rate', 0.03223406034597978), ('max_depth', 3), ('subsample', 0.521740998051064), ('colsample_bytree', 0.5139984008633035), ('min_child_weight', 2)]",standard,onehot,878,0.03223406034597978,3,0.521740998051064,0.5139984008633035,2
191,191,0.9520936875334438,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 854), ('learning_rate', 0.055042935688549934), ('max_depth', 3), ('subsample', 0.4863655570806599), ('colsample_bytree', 0.5232170428310828), ('min_child_weight', 2)]",standard,onehot,854,0.055042935688549934,3,0.4863655570806599,0.5232170428310828,2
192,192,0.95308379904402,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 895), ('learning_rate', 0.04870233390060038), ('max_depth', 3), ('subsample', 0.5031513764969385), ('colsample_bytree', 0.5349624563001327), ('min_child_weight', 2)]",standard,onehot,895,0.04870233390060038,3,0.5031513764969385,0.5349624563001327,2
193,193,0.9508623705610415,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 889), ('learning_rate', 0.0496309244199837), ('max_depth', 3), ('subsample', 0.5402422219038588), ('colsample_bytree', 0.5478496955035972), ('min_child_weight', 2)]",standard,onehot,889,0.0496309244199837,3,0.5402422219038588,0.5478496955035972,2
194,194,0.9402677518565171,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 294), ('learning_rate', 0.04133302369058368), ('max_depth', 3), ('subsample', 0.4372838472671324), ('colsample_bytree', 0.5106379613108909), ('min_child_weight', 2)]",standard,onehot,294,0.04133302369058368,3,0.4372838472671324,0.5106379613108909,2
195,195,0.9517095038246751,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 905), ('learning_rate', 0.03691391810884615), ('max_depth', 3), ('subsample', 0.5108478743064883), ('colsample_bytree', 0.5354032797129162), ('min_child_weight', 2)]",standard,onehot,905,0.03691391810884615,3,0.5108478743064883,0.5354032797129162,2
196,196,0.9523279830558453,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 839), ('learning_rate', 0.04633839305408594), ('max_depth', 3), ('subsample', 0.46649552431880814), ('colsample_bytree', 0.5292177845811995), ('min_child_weight', 2)]",standard,onehot,839,0.04633839305408594,3,0.46649552431880814,0.5292177845811995,2
197,197,0.9518685804478364,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 865), ('learning_rate', 0.043459661510013084), ('max_depth', 3), ('subsample', 0.4763126627366426), ('colsample_bytree', 0.5735437094267949), ('min_child_weight', 2)]",standard,onehot,865,0.043459661510013084,3,0.4763126627366426,0.5735437094267949,2
198,198,-4.566710954486986,"[('scaling_method', 'standard'), ('encoding_method', 'onehot'), ('n_estimators', 928), ('learning_rate', 0.0020088556900286036), ('max_depth', 3), ('subsample', 0.5626925957040914), ('colsample_bytree', 0.557418291051236), ('min_child_weight', 2)]",standard,onehot,928,0.0020088556900286036,3,0.5626925957040914,0.557418291051236,2
199,199,0.9528919354994448,"[('scaling_method', 'minmax'), ('encoding_method', 'onehot'), ('n_estimators', 898), ('learning_rate', 0.05115702259010744), ('max_depth', 3), ('subsample', 0.5112107993182222), ('colsample_bytree', 0.5136643909991556), ('min_child_weight', 2)]",minmax,onehot,898,0.05115702259010744,3,0.5112107993182222,0.5136643909991556,2
