,Trial,Score,Parameters
102,102,0.9076541391192074,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 274), ('max_depth', 52), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
103,103,0.9076281780325097,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 286), ('max_depth', 68), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
104,104,0.9099632432329892,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 264), ('max_depth', 65), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
105,105,0.9028068800850116,"[('scaling_method', 'minmax'), ('bootstrap', True), ('n_estimators', 263), ('max_depth', 64), ('min_samples_split', 4), ('min_samples_leaf', 5)]"
106,106,0.9098998299545005,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 381), ('max_depth', 67), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
107,107,0.9091906041712139,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 436), ('max_depth', 67), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
108,108,0.910432158806584,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 379), ('max_depth', 66), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
109,109,0.9083037593730391,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 377), ('max_depth', 66), ('min_samples_split', 4), ('min_samples_leaf', 2)]"
110,110,0.9095452125202903,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 398), ('max_depth', 65), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
111,111,0.909122809064614,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 396), ('max_depth', 65), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
112,112,0.9093922080336162,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 388), ('max_depth', 65), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
113,113,0.9094331149131513,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 402), ('max_depth', 64), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
114,114,0.906676092262312,"[('scaling_method', 'maxabs'), ('bootstrap', True), ('n_estimators', 375), ('max_depth', 63), ('min_samples_split', 4), ('min_samples_leaf', 3)]"
115,115,0.910285712423234,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 381), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
116,116,0.9088109054605525,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 380), ('max_depth', 58), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
117,117,0.9107906238642701,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 383), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
118,118,0.908886532949627,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 390), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
119,119,0.9075896656438373,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 367), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
120,120,0.9099093882789652,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 381), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
121,121,0.9070838087978907,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 412), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
122,122,0.9080934999725387,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 391), ('max_depth', 54), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
123,123,0.9085215517526632,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 383), ('max_depth', 57), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
124,124,0.909691509275582,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 364), ('max_depth', 52), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
125,125,0.9086915567443329,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 355), ('max_depth', 54), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
126,126,0.9088315085505593,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 381), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
127,127,0.9088118502833029,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 371), ('max_depth', 57), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
128,128,0.9090627123985617,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 406), ('max_depth', 53), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
129,129,0.9087313936749727,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 392), ('max_depth', 58), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
130,130,0.909117687367065,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 378), ('max_depth', 60), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
131,131,0.9096068473032748,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 363), ('max_depth', 52), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
132,132,0.9103729174417503,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 386), ('max_depth', 50), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
133,133,0.9096464420394241,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 386), ('max_depth', 50), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
134,134,0.9097855289963246,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 372), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
135,135,0.9100344737867088,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 372), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
136,136,0.9083085631793215,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 369), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
137,137,0.9071297790722622,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 383), ('max_depth', 51), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
138,138,0.9081133451491044,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 350), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
139,139,0.9080899902507442,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 394), ('max_depth', 57), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
140,140,0.9089680432594103,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 372), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
141,141,0.9107875997921925,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 375), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
142,142,0.9085317143795969,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 375), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
143,143,0.908626628746119,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 386), ('max_depth', 58), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
144,144,0.9080922769065416,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 404), ('max_depth', 54), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
145,145,0.9086575443194046,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 377), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
146,146,0.908635130238615,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 366), ('max_depth', 57), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
147,147,0.908342462806758,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 357), ('max_depth', 53), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
148,148,0.9091137835001016,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 381), ('max_depth', 59), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
149,149,0.9090856550681727,"[('scaling_method', 'minmax'), ('bootstrap', True), ('n_estimators', 419), ('max_depth', 56), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
150,150,0.9080292681910649,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 388), ('max_depth', 50), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
151,151,0.907483717038939,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 373), ('max_depth', 51), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
152,152,0.9096394701444619,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 399), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
153,153,0.909132745552292,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 382), ('max_depth', 55), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
154,154,0.9096983467139635,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 269), ('max_depth', 57), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
155,155,0.9075737291993752,"[('scaling_method', 'standard'), ('bootstrap', True), ('n_estimators', 369), ('max_depth', 66), ('min_samples_split', 4), ('min_samples_leaf', 1)]"
